epochs,dropout,model,earlystopping,dropout.1,embedding,hidden,filename,tweets,loss
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5","<s> . @GreggJarrett : How bad does border is the U . A different a want to that the United Kingdom . If that I think like , to stop them to a a few , but the way to the Electoral , which will finally . your service ! </s>",2.242398394
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5",<s> . . . <MEDIA> . <MEDIA> </s>,2.242398394
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5","<s> The reason is in the Republican people , and the most of a the number of a crime on and . This is the way , but now , and law , we will never be good for . A are doing ! </s>",2.242398394
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5","<s> The Fake News Media has lost to the Democrats , until , or corrupt must and many to them to the press of Representatives . It will finally and . They is the best economies of our Country , and will ! all ! </s>",2.242398394
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5","<s> . . <MEDIA> <MEDIA> <MEDIA> . We have been so easy for a , the Jewish in a the FBI of the Election and the U of the illegal , of , , , & Stock . . and AMERICA ! </s>",2.242398394
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5","<s> The Fake News Media in a the Republican of of our Country of Israel , it's have been more to the Election , and not so is is , a the people and of our Country . The Dems are obstructing , I want want to know him , the",2.242398394
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5","<s> . @GreggJarrett the Judge of the people , the Democrats to Congress Billions , I love you ! <MEDIA> <MEDIA> </s>",2.242398394
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5","<s> The Democrats is the border to being built and , the U and all , all of those those the history . The Dems is being paid to the first on to ridiculous . This will soon ! ! us ! <MEDIA> </s>",2.242398394
50,0.3,glove,-1,0.3,100,100,"glove_500_trump_2.hdf5",<s> <MEDIA> ! </s>,2.242398394
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5","<s> The Democrats will be a Bill in the United and . It have a obey the same . Chairman is are being paid and the victims , No and , and all </s>",1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5",<s> <MEDIA> </s>,1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5",<s> <MEDIA> </s>,1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5",<s> The Democrats will be a great in in prevent <MEDIA> <MEDIA> </s>,1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5","<s> . @ByronYork : Obama Russia in fades in the FDA of a major in the U . The is a few moments and I will be an outstanding service . A has asked for many and and , and the Fake Government , but up , will it all be",1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5","<s> <MEDIA> . I have the best of the Radical of , people . Likewise by people for a very , but at a & fraud to & no longer to I did it . It is only did to to the Border exciting , and the United States , all",1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5","<s> The Fake News Media has NEVER with with New , and American the of many , all since must go to made for another President . We Witch Hunt ( and ! also ! </s>",1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5","<s> The Fake Fast Train project more than , it people for lying to the Democrats . have filed have a very with people . This have an let money when to fact . I love Otto ! He with the release and to the World in all , all in",1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5","<s> . @RepMikeTurner : Obama to the people of dishonesty the history . The Venezuelan is being paid , very Left to , a if of illegals . The are staying is a close contact to Trump , all , and , an the wonderful of people , and not Open",1.276312267
50,0.3,glove,-1,0.3,150,150,"glove_500_trump_3.hdf5","<s> The Republican Senators who voted Republican to to only the United Kingdom and . So United your by Crooked , will not an done great job the Border and Crime and , and where they have a let were by our are to . The Witch emergency things . We",1.276312267
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5","<s> The Democrats just blocked the flow of illegal immigrants , the The , and & than money any strong Administration is their way . So United and our ! our ! ! </s>",0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5","<s> The Democrats are Border Deniers to Republican that in a a a crime and , his Report when . Just because , and was an entire President . The will to help should stop down others . I am want to him ! the Election as the . A testament",0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5","<s> <MEDIA> ! Congress must agree of a close contact with Governor the large is of a the World . They are a voting and , illegal and take . It will an ! ! <MEDIA> <MEDIA> <MEDIA> </s>",0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5",<s> <MEDIA> </s>,0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5","<s> . @GreggJarrett people , we the of so the Democrats to our General to Border . very important and about a big is totally into for our ! . Get used ! <MEDIA> </s>",0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5","<s> . . The problem , we celebrate of his big , or get , they will always support their to ( , the place of the Democrats that the Fake , . Military , it got to NOTHING ! ! </s>",0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5",<s> <MEDIA> </s>,0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5",<s> <MEDIA> <MEDIA> </s>,0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5",<s> The Fake News is pictures to </s>,0.739109561
50,0.3,glove,-1,0.3,200,200,"glove_500_trump_4.hdf5","<s> <MEDIA> ! use , and , , and the best ! </s>",0.739109561
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5",<s> <MEDIA> <MEDIA> . . . </s>,2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5",<s> The Republican Party of his FBI is a unanimous that on the new book that I he was pushing . Kellyanne Conway to Heather ! #MAGA <MEDIA> <MEDIA> <MEDIA> </s>,2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5","<s> . The American tourist , and our great choice , but hopefully the Border ! #MAGA . . . . <MEDIA> <MEDIA> </s>",2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5",<s> <MEDIA> </s>,2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5",<s> <MEDIA> . <MEDIA> </s>,2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5","<s> The Republican Party of his failed career ( we will never have an abuse of Alabama and there is no violations , . I don't want to focus exclusively ! </s>",2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5","<s> . . , we have a outstanding job . . This is a good ! ! </s>",2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5",<s> The Republican Party is a National Emergency . . </s>,2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5",<s> The Republican Party of the FBI is a National Emergency . . It is so much better to get to our great job ! <MEDIA> . </s>,2.479603161
50,0.3,regular,-1,0.3,50,50,"lstm_500_trump_1.hdf5","<s> The Fake of people will never have an credibility as usual , in the Wall is being invaded to help our Farmers and spend the Country ! <MEDIA> <MEDIA> . </s>",2.479603161
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5","<s> The reason I get , get with New Zealand for your beloved private health The Democrats , until Democrats are no matter and the future , I will have no matter it or the Witch years of New Zealand . The U , we should focus exclusively to stop back",1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5",<s> <MEDIA> <MEDIA> <MEDIA> ! </s>,1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5","<s> The reason the whole York seems in the Border Security and I have no evidence that they thought no crime is a very important of Israel we should have back away for my President . Judges , biggest Tax / & U in Congress , I want to show !",1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5",<s> <MEDIA> </s>,1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5","<s> . @RepMikeTurner The Democrats , given for a very important Nuclear with FEMA & the first occasion , and it it , you , it should do to the great people ! </s>",1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5","<s> . @RepMikeTurner . . the problem is the Democrats who is with the U , I have so many other Pres , I am very good ! ) . We have never large numbers in our Country SAFE ! We want you impeach . If a price ( FBI )",1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5","<s> . @GreggJarrett , just out of weak & death . LET YOUR between Agent Checker only Fake & Unverified News with the same , which would stop now have an National of Wisconsin for the first 1 BILLION of the State of record and record Mainstream ) is being built",1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5",<s> <MEDIA> ! </s>,1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5","<s> The Democrats is given to the people of Venezuela and get rid and the People of all the Country , and the Wall are being fixed , and many other way . The Dems want to care by Congress , and do so much . ! is the info that",1.05940856
50,0.3,regular,-1,0.3,100,100,"lstm_500_trump_2.hdf5","<s> . . The problem , will never be a great Treasurer for the United States in its , they know is necessary by all power and do the job that Russia . Andrew McCabe will never be an one million , most corrupt they got a Joke for a great",1.05940856
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5","<s> The Democrats will never be going to try & circumvent our Farmers and Ranchers , are feeling a short National Emergency . . and a foreign thing that we will be taken with this corrupt than in any place . They have an open invitation ! We will have now",0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5",<s> <MEDIA> <MEDIA> ! </s>,0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5",<s> <MEDIA> </s>,0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5","<s> The people of the best of the FBI and Media , a 3 investigation in search for a very important Nuclear laws ! He ! I had that decision to happen to another . This is a disgrace to the new Texts one ) that has ever had for doing",0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5","<s> The Washington Post is today in . In the United , at two the World , the U and . . and the Democrats are hurting a great , and I hold . The Dems don't want what to get rid in our Country , which will be a best",0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5","<s> . @RepMikeTurner The just not that Michael Cohen said , it ( a broken ) with his book by failed career shows Clinton . The Dems are obstructing don't get them , with them , but not it to be . I don't know it you , it can my",0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5","<s> The Washington of Dollars are being told it . I have no basis , to do a great opportunity to like them they are now . But a disgrace to the U . S , with the greatest overreach . The United , our Economy . is likewise a great",0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5",<s> <MEDIA> ! </s>,0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5","<s> The people are getting a great opportunity , 000 , than anyone associated with than in fact we thought . In any other time in droves is now Clinton . He did other people that when you go ! to be one . So much all for the first responders",0.468375838
50,0.3,regular,-1,0.3,150,150,"lstm_500_trump_3.hdf5","<s> The Democrats are now that this increase the flow from Oil . World , the Dems , to win States it will make them , and get so hard . Likewise for our Southern Border , for so many . Only know the Dems are all of the first responders",0.468375838
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5","<s> . @JussieSmollett of the top to credibility , were very bad almost 50 & . The potential is AWESOME , a very bad , conflicted will be taken for our Country . The Dems are 100 , on 100 , an abuse of any President since my election victory .",0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5","<s> . . This will be doing with the United of Venezuela . It's complete Denuclearization with North people . But fear not , but it will denuclearize , and only . Only time , will close this . Only time is let that you all go out . @Varneyco @foxandfriends",0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5",<s> <MEDIA> <MEDIA> </s>,0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5","<s> . . . This will supersede USMCA . Likewise , get a big , I would have now put back to House & Senate other years of the U , which is so Billions of them with the Military and local they know that they are working out along for",0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5","<s> The reason I have not been one out of the campaign finance asking to the Democrat Hillary in the President , which will cause traffic in El trying into to our Country and know the Dems don't care , and their country behind on which the U must ACT .",0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5","<s> . @JussieSmollett what is MAGA to the United Nations , which the U is a total Witch States before the Mueller Report , you must have to run from our Country know . We had an innocent crisis is overseas of Crime . The United Korea is nothing to all",0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5","<s> . @JussieSmollett of your great one , and 3 America than his told never have to put a time on the Election as Russia with us ! <MEDIA> </s>",0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5",<s> <MEDIA> will have a great family in Vietnam ! </s>,0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5","<s> . @GreggJarrett : The Trump Campaign laws in California , the Economy to the Border GREAT , the Democrats are walking stand back by more in the future . The Border , is a good day ! <MEDIA> </s>",0.305293704
50,0.3,regular,-1,0.3,200,200,"lstm_500_trump_4.hdf5","<s> The Democrats must get talking of what I should never be satisfied in Congress , the Democrats are walking hundreds and talk on my friend . But the China and USMCA deals is working , and their much , but and is the time in Congress , the U and",0.305293704
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> . The Fake , is doing the U , S , and the United States , and , the Democrats of a the U , S . . I am the U . S . </s>",5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> I will never be a great a very important . I will be a the Democrats , but they is doing . </s>",5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> The the U , S . A is a great the Wall , the United , we will never a great . I am be doing the United . I will never our Military , and will always be a the U , S . A is doing </s>",5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> The Fake News is a great the United . . I am pleased , the U . He was my . I will be a a very important , and a great . I am be ! </s>",5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> The the Democrats of a great the Democrats of a very good , and the United States , but they are a great ! <MEDIA> </s>",5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> . I am pleased , the U . S , is a a great the U , S . . </s>",5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> I am a great the United , is doing <MEDIA> <MEDIA> </s>",5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> . . The Democrats is a great , the Democrats and a the United , the U . S , is the Democrats , but we are a total ! . . ! </s>",5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5",<s> I will be a the United . . </s>,5.528273068
50,0.3,glove,0.1,0.3,50,50,"glove_2600_trump_1.hdf5","<s> The Fake News has been the Democrats of the United States . We are the U , S . I have been the United States ! </s>",5.528273068
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> The Democrats , and the United States is the U of our country . We have been allowed to the Border to the Border of a great . He was my great Endorsement . He has a complete Endorsement , but they don't have a a deal , and will",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> The Democrats , I have a the Fake Dossier . I am a great job . He will never be a fantastic job , but we are a very big part . We have been allowed a the United , but they don't care to the White House ! <MEDIA>",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> The Democrats , and will have a great new book and . We will be the U of the United Nations . I will never be allowed to happen . . ! the Fake , the Fake Dossier , and the Democrats , I have a the Fake News .",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> I am not not be going , and a a great guy to a very important and Georgia of a very good and deal , the United are , the U . S ! </s>",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> I have been the Border to our Southern the Democrats is the United States . They are not not not be treated the great of the FBI , & we have been and the U . S ! </s>",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> I am the White of a very important of a great job to our country to our country to the United . They are a lot . We will be forced a great Governor and a great guy , but it will never be allowed to the United , but",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> . . I will be making a very big and a Wall , but I have to the White House to our Country . They don't have a a disgrace . We are doing a very well , but we will have a big difference . I have no doubt",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> The United Nations a great job is doing a great Governor of a great . We are a great new , I don't care , they are a great , they will be the U ! . </s>",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> I will never the Republican Party . It was a big deal . The the Democrats , are not , the Democrats , and , and will be a fantastic ! <MEDIA> <MEDIA> <MEDIA> <MEDIA> #MAGA </s>",4.870813499
50,0.3,glove,0.1,0.3,100,100,"glove_2600_trump_2.hdf5","<s> The Fake News , who has my total Endorsement , and all , , the United Nations and the United States , the and , which are not only have to a our country of the U , they will be a very little , or , but we are",4.870813499
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> I will never testify to the United Nations in a new Caravan of Georgia . We have the strongest in illegal , the United Nations , and the U of our . . , and the Fake News . </s>",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> I am a the United Nations in our country of the United , especially and our Country , especially when it was my complete . He is an outstanding and and and , he was my full to complete , but they is now a big deal , the U",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> The Fake of the Witch Hunt , and illegal of Angry , they have been a very good and look at a great . He has been no and complete , a great job ! </s>",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> The Fake News Media , JOBS , JOBS to the Democrats are going Crazy ! </s>",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5",<s> The United is doing a the job and friends ! </s>,4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5",<s> I will be a fantastic Senator and <MEDIA> the . . </s>,4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> The Democrats , the Democrats want to give a Wall , and why Security . I have the Fake , and is the most important in the United Nations , and will be making , but they are now so , the U ! the people of Puerto Rico .",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> . I have no idea in a great Congressman and Justice Reform to be the most popular , the U . S , and the Border , our Vets and our Vets , & the Military is the 2nd , and our Country , and our Vets , the Military",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> The Democrats , we will be interviewed by @MariaBartiromo in the United Nations in a history , the Democrats are not only the Democrats are the most of our Nation . We have a great job of the U , they is a Wall . Our country was no ,",4.071949324
50,0.3,glove,0.1,0.3,150,150,"glove_2600_trump_3.hdf5","<s> . The the FBI of DOJ , 000 the Fake , and the Senate of our great , the Times , we are going , to get the most successful . He is strong to show , the Fake News , and our great Vets and Crime . He will",4.071949324
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> . @Troy has been held hostage , as , especially at 9 0 the history . These the people , the most Party . It's of a person , and very well , I have ordered the withdrawal of the People and the people of the Democrats . We need",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The United Witch is being a big story to the United Kingdom , and the House Armed in , the U . S , and removing , who will be be in a very special member ! the U ! the Great of </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Democrats want the Border , but they don't have done the Fake News Media . They won't have a Wall , or and our Country ! <MEDIA> </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Fake is is very bad for a the Democrats , who have no a major Counter , at the United States . He has been a hard on to help . He has my complete , the Enemy and the People of all of our Country . They will",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> I will have no a great of a job part of our Country , and all odds of our Country . They have done , but they don't have to the process , I guess to the U ! </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> . @Troy has been a big difference to be a the most corrupt , the most important in the first of the people of Texas and the FBI , the economy has a fantastic job for the Governor . S . is very big story and the American people .",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Democrats want to abolish ICE they don't the Border , but we need to stop a very important time and the U . He will be great for our Country . He has my Strong Strong Endorsement . He is a powerful for on a great and ! </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> I will never be willing in the United Nations the most successful in the world , I am in the White House . . We are doing really well ! our country Dems , we will have a great read to Border the real , and the U ! </s>",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Democrats , I want to thank , and the Wall , and the Shutdown , and the Dems is doing , the Border Security , Military for a Wall , which are not expected to be a very dangerous , I did given the Democrats to give us .",3.427525356
50,0.3,glove,0.1,0.3,200,200,"glove_2600_trump_4.hdf5","<s> The Democrats , it is a great meeting of a deal of the Democrats are going , they don't want to give them , they have no . This was a big day ! <MEDIA> the Fake have been a , which he was paid . . He is the",3.427525356
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> This , we need , I am the GOP . <NL> . I was the same of a a the Bronx . </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> Thank I don't know is to a our , and the first . <MEDIA> </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> The Bronx , I don't know , and a our . <MEDIA> <MEDIA> <NL> <NL> This , I don't know to the world of the Bronx of Congress to a the world of a . </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> The GOP of a the GOP , but we , I will to be the first of the same , and a the world . <MEDIA> <NL> <MEDIA> </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> This , I am a the GOP is the first . </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> Thank we you for your a a a a . <NL> <NL> We can , I was to a , but I was a the Bronx . <MEDIA> <NL> <NL> This : <MEDIA> <NL> <NL> The Bronx is the Bronx , but we , but we to the world ,",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> Thank we need to be to the same , but we to the world . </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5",<s> Thank you ! </s>,5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5","<s> The GOP , we need , I am , we will to the world of Congress . <MEDIA> <MEDIA> </s>",5.747105773
50,0.3,glove,0.1,0.3,50,50,"glove_2600_aoc_1.hdf5
","<s> Thank I don't , I am , we will you . <MEDIA> </s>",5.747105773
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> Thank I was to my that the GOP is the same of the Bronx of the most , and justice , but not the same of the first of a few , but we have a a the United States . </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> The GOP is the GOP , and I was the one of our , and I can be to a the Bronx of the first . </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> This week you so very for a few , I am a the Bronx . <MEDIA> <NL> <MEDIA> </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5",<s> Thank I am to my a the Bronx . <NL> <MEDIA> </s>,5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> The fact , and I am to my to . I am a lot . <MEDIA> <NL> </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> The GOP is to make to the first , and the poor to the first , and justice to make a the United States , but the same of the most , we will have . <MEDIA> <MEDIA> <NL> <MEDIA> <MEDIA> <MEDIA> </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> The fact is the country , and , and racial justice to be change to be . </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> This was the same , I am proud to my dad . <NL> <MEDIA> <MEDIA> the most , but we can the most , and the same . </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> This was the same . It's not the first , I was to the first of a few . We can be a the most effective of our people . <MEDIA> </s>",5.024478466
50,0.3,glove,0.1,0.3,100,100,"glove_2600_aoc_2.hdf5","<s> Thank I didn't the most , I am proud . It's the same to a a few weeks . <NL> <MEDIA> <MEDIA> the most of our . </s>",5.024478466
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> I don't think people , and I am to do to be of a the United States , I will do to be . I was one of them . <NL> <MEDIA> <NL> </s>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> The GOP New Deal we can have to help us , I don't know what I had a major time . I don't think of the most effective . <NL> We need , and it's GOOD to be a the right , then , or of all . <MEDIA> <MEDIA>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> I was pumped , and I am proud of the opportunity that the world of color of a time is a joke in the United of a long . <MEDIA> <MEDIA> </s>",4.148534669
50,0.3,glove,0.1,0.3,150,150,"glove_2600_aoc_3.hdf5","<s> I was pumped , the idea , and the most effective . I was it was a . <NL> It was a Green Rico , & still ) <NL> <NL> I am the honor one of a few days . <NL> <NL> The GOP has no longer they the vote",4.148534669
